Instance;Seed;Cost;Wall time
./Instances/CVRP/Golden_2.vrp;2;8609;0.784478
./Instances/CVRP/Golden_2.vrp;2;8524;1.56395
./Instances/CVRP/Golden_2.vrp;2;8497;2.34515
./Instances/CVRP/Golden_2.vrp;2;8492;3.12783
./Instances/CVRP/Golden_2.vrp;2;8479;3.90339
./Instances/CVRP/Golden_2.vrp;2;8476;4.68262
./Instances/CVRP/Golden_2.vrp;2;8465;5.46354
./Instances/CVRP/Golden_2.vrp;2;8464;6.2402
./Instances/CVRP/Golden_2.vrp;2;8463;7.02269
./Instances/CVRP/Golden_2.vrp;2;8462;7.80876
./Instances/CVRP/Golden_2.vrp;2;8461;8.58358
./Instances/CVRP/Golden_2.vrp;2;8461;9.36555
./Instances/CVRP/Golden_2.vrp;2;8461;10.1441
./Instances/CVRP/Golden_2.vrp;2;8461;10.922
./Instances/CVRP/Golden_2.vrp;2;8461;11.7041
./Instances/CVRP/Golden_2.vrp;2;8461;12.4829
./Instances/CVRP/Golden_2.vrp;2;8460;13.2629
./Instances/CVRP/Golden_2.vrp;2;8460;14.0467
./Instances/CVRP/Golden_2.vrp;2;8460;14.8246
./Instances/CVRP/Golden_2.vrp;2;8460;15.6018
./Instances/CVRP/Golden_2.vrp;2;8460;16.3828
./Instances/CVRP/Golden_2.vrp;2;8460;17.1605
./Instances/CVRP/Golden_2.vrp;2;8460;17.9431
./Instances/CVRP/Golden_2.vrp;2;8460;18.7268
./Instances/CVRP/Golden_2.vrp;2;8460;19.5003
./Instances/CVRP/Golden_2.vrp;2;8460;20.2842
./Instances/CVRP/Golden_2.vrp;2;8460;21.062
./Instances/CVRP/Golden_2.vrp;2;8460;21.8434
./Instances/CVRP/Golden_2.vrp;2;8460;22.6218
./Instances/CVRP/Golden_2.vrp;2;8460;23.4034
./Instances/CVRP/Golden_2.vrp;2;8460;24.1806
./Instances/CVRP/Golden_2.vrp;2;8460;24.9711
./Instances/CVRP/Golden_2.vrp;2;8460;25.7441
./Instances/CVRP/Golden_2.vrp;2;8460;26.5249
./Instances/CVRP/Golden_2.vrp;2;8460;27.3053
./Instances/CVRP/Golden_2.vrp;2;8460;28.0933
./Instances/CVRP/Golden_2.vrp;2;8460;28.8628
./Instances/CVRP/Golden_2.vrp;2;8460;29.6431
./Instances/CVRP/Golden_2.vrp;2;8460;30.4248
./Instances/CVRP/Golden_2.vrp;2;8460;31.2104
./Instances/CVRP/Golden_2.vrp;2;8460;31.9838
./Instances/CVRP/Golden_2.vrp;2;8460;32.773
./Instances/CVRP/Golden_2.vrp;2;8460;33.5429
./Instances/CVRP/Golden_2.vrp;2;8460;34.3214
./Instances/CVRP/Golden_2.vrp;2;8460;35.1132
./Instances/CVRP/Golden_2.vrp;2;8460;35.8815
./Instances/CVRP/Golden_2.vrp;2;8460;36.6737
./Instances/CVRP/Golden_2.vrp;2;8460;37.4494
./Instances/CVRP/Golden_2.vrp;2;8460;38.23
./Instances/CVRP/Golden_2.vrp;2;8460;39.0032
./Instances/CVRP/Golden_2.vrp;2;8460;39.7807
./Instances/CVRP/Golden_2.vrp;2;8460;40.568
./Instances/CVRP/Golden_2.vrp;2;8460;41.3527
./Instances/CVRP/Golden_2.vrp;2;8460;42.1218
./Instances/CVRP/Golden_2.vrp;2;8460;42.9031
./Instances/CVRP/Golden_2.vrp;2;8460;43.6863
./Instances/CVRP/Golden_2.vrp;2;8460;44.4638
./Instances/CVRP/Golden_2.vrp;2;8460;45.2513
./Instances/CVRP/Golden_2.vrp;2;8460;46.0282
./Instances/CVRP/Golden_2.vrp;2;8460;46.8038
./Instances/CVRP/Golden_2.vrp;2;8460;47.582
./Instances/CVRP/Golden_2.vrp;2;8460;48.3653
./Instances/CVRP/Golden_2.vrp;2;8460;49.1448
./Instances/CVRP/Golden_2.vrp;2;8460;49.9219
./Instances/CVRP/Golden_2.vrp;2;8460;50.7078
./Instances/CVRP/Golden_2.vrp;2;8460;51.487
./Instances/CVRP/Golden_2.vrp;2;8460;52.2649
./Instances/CVRP/Golden_2.vrp;2;8460;53.0447
./Instances/CVRP/Golden_2.vrp;2;8460;53.8281
./Instances/CVRP/Golden_2.vrp;2;8460;54.6152
./Instances/CVRP/Golden_2.vrp;2;8460;55.3821
./Instances/CVRP/Golden_2.vrp;2;8460;56.1618
./Instances/CVRP/Golden_2.vrp;2;8460;56.9454
./Instances/CVRP/Golden_2.vrp;2;8460;57.7227
./Instances/CVRP/Golden_2.vrp;2;8460;58.5099
./Instances/CVRP/Golden_2.vrp;2;8460;59.2841
./Instances/CVRP/Golden_2.vrp;2;8460;60.0648
./Instances/CVRP/Golden_2.vrp;2;8460;60.8441
./Instances/CVRP/Golden_2.vrp;2;8460;61.6297
./Instances/CVRP/Golden_2.vrp;2;8460;62.4013
./Instances/CVRP/Golden_2.vrp;2;8460;63.1872
./Instances/CVRP/Golden_2.vrp;2;8460;63.9669
./Instances/CVRP/Golden_2.vrp;2;8460;64.7432
./Instances/CVRP/Golden_2.vrp;2;8460;65.523
./Instances/CVRP/Golden_2.vrp;2;8460;66.3153
./Instances/CVRP/Golden_2.vrp;2;8460;67.0916
./Instances/CVRP/Golden_2.vrp;2;8460;67.8603
./Instances/CVRP/Golden_2.vrp;2;8460;68.6487
./Instances/CVRP/Golden_2.vrp;2;8460;69.4216
./Instances/CVRP/Golden_2.vrp;2;8460;70.2064
./Instances/CVRP/Golden_2.vrp;2;8460;70.9826
./Instances/CVRP/Golden_2.vrp;2;8460;71.7645
./Instances/CVRP/Golden_2.vrp;2;8460;72.5467
./Instances/CVRP/Golden_2.vrp;2;8460;73.3279
./Instances/CVRP/Golden_2.vrp;2;8460;74.1075
./Instances/CVRP/Golden_2.vrp;2;8460;74.8829
./Instances/CVRP/Golden_2.vrp;2;8460;75.6626
./Instances/CVRP/Golden_2.vrp;2;8460;76.4406
./Instances/CVRP/Golden_2.vrp;2;8460;77.2359
./Instances/CVRP/Golden_2.vrp;2;8460;78.0061
