Instance;Seed;Cost;Wall time
./Instances/CVRP/CMT2.vrp;3;838;0.191034
./Instances/CVRP/CMT2.vrp;3;831;0.38062
./Instances/CVRP/CMT2.vrp;3;831;0.570504
./Instances/CVRP/CMT2.vrp;3;830;0.760027
./Instances/CVRP/CMT2.vrp;3;830;0.950362
./Instances/CVRP/CMT2.vrp;3;830;1.14007
./Instances/CVRP/CMT2.vrp;3;830;1.33019
./Instances/CVRP/CMT2.vrp;3;830;1.52021
./Instances/CVRP/CMT2.vrp;3;830;1.71041
./Instances/CVRP/CMT2.vrp;3;830;1.90001
./Instances/CVRP/CMT2.vrp;3;830;2.09012
./Instances/CVRP/CMT2.vrp;3;830;2.28086
./Instances/CVRP/CMT2.vrp;3;830;2.47012
./Instances/CVRP/CMT2.vrp;3;830;2.66185
./Instances/CVRP/CMT2.vrp;3;830;2.85029
./Instances/CVRP/CMT2.vrp;3;830;3.04112
./Instances/CVRP/CMT2.vrp;3;830;3.23064
./Instances/CVRP/CMT2.vrp;3;830;3.42001
./Instances/CVRP/CMT2.vrp;3;830;3.61093
./Instances/CVRP/CMT2.vrp;3;830;3.80013
./Instances/CVRP/CMT2.vrp;3;830;3.99074
./Instances/CVRP/CMT2.vrp;3;830;4.18094
./Instances/CVRP/CMT2.vrp;3;830;4.37049
./Instances/CVRP/CMT2.vrp;3;830;4.56003
./Instances/CVRP/CMT2.vrp;3;830;4.7504
./Instances/CVRP/CMT2.vrp;3;830;4.94064
./Instances/CVRP/CMT2.vrp;3;830;5.13012
./Instances/CVRP/CMT2.vrp;3;830;5.32007
./Instances/CVRP/CMT2.vrp;3;830;5.51088
./Instances/CVRP/CMT2.vrp;3;830;5.70013
./Instances/CVRP/CMT2.vrp;3;830;5.8907
./Instances/CVRP/CMT2.vrp;3;830;6.08159
./Instances/CVRP/CMT2.vrp;3;830;6.27095
./Instances/CVRP/CMT2.vrp;3;830;6.4606
./Instances/CVRP/CMT2.vrp;3;830;6.65029
./Instances/CVRP/CMT2.vrp;3;830;6.84128
./Instances/CVRP/CMT2.vrp;3;830;7.03066
./Instances/CVRP/CMT2.vrp;3;830;7.22076
./Instances/CVRP/CMT2.vrp;3;830;7.41091
./Instances/CVRP/CMT2.vrp;3;830;7.60097
./Instances/CVRP/CMT2.vrp;3;830;7.79102
./Instances/CVRP/CMT2.vrp;3;830;7.98112
./Instances/CVRP/CMT2.vrp;3;830;8.17036
./Instances/CVRP/CMT2.vrp;3;830;8.36004
./Instances/CVRP/CMT2.vrp;3;830;8.55054
./Instances/CVRP/CMT2.vrp;3;830;8.74023
./Instances/CVRP/CMT2.vrp;3;830;8.93074
./Instances/CVRP/CMT2.vrp;3;830;9.12025
./Instances/CVRP/CMT2.vrp;3;830;9.31177
./Instances/CVRP/CMT2.vrp;3;830;9.50136
