Instance;Seed;Cost;Wall time
./Instances/CVRP/X-n524-k153.vrp;2;1e+30;1.6957
./Instances/CVRP/X-n524-k153.vrp;2;1e+30;2.52651
./Instances/CVRP/X-n524-k153.vrp;2;159457;3.8065
./Instances/CVRP/X-n524-k153.vrp;2;158062;5.05811
./Instances/CVRP/X-n524-k153.vrp;2;158062;6.31426
./Instances/CVRP/X-n524-k153.vrp;2;157671;7.57964
./Instances/CVRP/X-n524-k153.vrp;2;157164;8.83287
./Instances/CVRP/X-n524-k153.vrp;2;157164;10.0839
./Instances/CVRP/X-n524-k153.vrp;2;156821;11.3587
./Instances/CVRP/X-n524-k153.vrp;2;156588;12.6169
./Instances/CVRP/X-n524-k153.vrp;2;156447;13.8602
./Instances/CVRP/X-n524-k153.vrp;2;156215;15.1274
./Instances/CVRP/X-n524-k153.vrp;2;156211;16.3811
./Instances/CVRP/X-n524-k153.vrp;2;156081;17.6463
./Instances/CVRP/X-n524-k153.vrp;2;156014;18.9084
./Instances/CVRP/X-n524-k153.vrp;2;155631;20.1761
./Instances/CVRP/X-n524-k153.vrp;2;155346;21.4237
./Instances/CVRP/X-n524-k153.vrp;2;155173;22.6893
./Instances/CVRP/X-n524-k153.vrp;2;155107;23.9409
./Instances/CVRP/X-n524-k153.vrp;2;155102;25.2068
./Instances/CVRP/X-n524-k153.vrp;2;155080;26.4682
./Instances/CVRP/X-n524-k153.vrp;2;155069;27.7385
./Instances/CVRP/X-n524-k153.vrp;2;155069;28.9945
./Instances/CVRP/X-n524-k153.vrp;2;155069;30.2412
./Instances/CVRP/X-n524-k153.vrp;2;155058;31.5109
./Instances/CVRP/X-n524-k153.vrp;2;155058;32.7749
./Instances/CVRP/X-n524-k153.vrp;2;155058;34.0346
./Instances/CVRP/X-n524-k153.vrp;2;155058;35.2991
./Instances/CVRP/X-n524-k153.vrp;2;155056;36.5425
./Instances/CVRP/X-n524-k153.vrp;2;155056;37.8181
./Instances/CVRP/X-n524-k153.vrp;2;155055;39.0631
./Instances/CVRP/X-n524-k153.vrp;2;155055;40.3336
./Instances/CVRP/X-n524-k153.vrp;2;155054;41.5856
./Instances/CVRP/X-n524-k153.vrp;2;155054;42.8488
./Instances/CVRP/X-n524-k153.vrp;2;155054;44.1059
./Instances/CVRP/X-n524-k153.vrp;2;155054;45.3693
./Instances/CVRP/X-n524-k153.vrp;2;155054;46.6265
./Instances/CVRP/X-n524-k153.vrp;2;155053;47.8933
./Instances/CVRP/X-n524-k153.vrp;2;155053;49.1543
./Instances/CVRP/X-n524-k153.vrp;2;155053;50.406
./Instances/CVRP/X-n524-k153.vrp;2;155053;51.6634
./Instances/CVRP/X-n524-k153.vrp;2;155053;52.925
./Instances/CVRP/X-n524-k153.vrp;2;155053;54.1938
./Instances/CVRP/X-n524-k153.vrp;2;155053;55.4546
./Instances/CVRP/X-n524-k153.vrp;2;155053;56.7112
./Instances/CVRP/X-n524-k153.vrp;2;155009;57.9621
./Instances/CVRP/X-n524-k153.vrp;2;155001;59.2383
./Instances/CVRP/X-n524-k153.vrp;2;154996;60.4837
./Instances/CVRP/X-n524-k153.vrp;2;154992;61.7468
./Instances/CVRP/X-n524-k153.vrp;2;154992;63.012
./Instances/CVRP/X-n524-k153.vrp;2;154991;64.2648
./Instances/CVRP/X-n524-k153.vrp;2;154986;65.5278
./Instances/CVRP/X-n524-k153.vrp;2;154983;66.7845
./Instances/CVRP/X-n524-k153.vrp;2;154983;68.0424
./Instances/CVRP/X-n524-k153.vrp;2;154983;69.3073
./Instances/CVRP/X-n524-k153.vrp;2;154982;70.5705
./Instances/CVRP/X-n524-k153.vrp;2;154982;71.8347
./Instances/CVRP/X-n524-k153.vrp;2;154981;73.0809
./Instances/CVRP/X-n524-k153.vrp;2;154981;74.3474
./Instances/CVRP/X-n524-k153.vrp;2;154981;75.6024
./Instances/CVRP/X-n524-k153.vrp;2;154981;76.8738
./Instances/CVRP/X-n524-k153.vrp;2;154980;78.1285
./Instances/CVRP/X-n524-k153.vrp;2;154980;79.395
./Instances/CVRP/X-n524-k153.vrp;2;154980;80.6462
./Instances/CVRP/X-n524-k153.vrp;2;154980;81.9154
./Instances/CVRP/X-n524-k153.vrp;2;154980;83.1631
./Instances/CVRP/X-n524-k153.vrp;2;154980;84.43
./Instances/CVRP/X-n524-k153.vrp;2;154980;85.6859
./Instances/CVRP/X-n524-k153.vrp;2;154980;86.9457
./Instances/CVRP/X-n524-k153.vrp;2;154980;88.2128
./Instances/CVRP/X-n524-k153.vrp;2;154980;89.4711
./Instances/CVRP/X-n524-k153.vrp;2;154980;90.7318
./Instances/CVRP/X-n524-k153.vrp;2;154980;91.9915
./Instances/CVRP/X-n524-k153.vrp;2;154980;93.2432
./Instances/CVRP/X-n524-k153.vrp;2;154980;94.5006
./Instances/CVRP/X-n524-k153.vrp;2;154980;95.7794
./Instances/CVRP/X-n524-k153.vrp;2;154972;97.0283
./Instances/CVRP/X-n524-k153.vrp;2;154972;98.2832
./Instances/CVRP/X-n524-k153.vrp;2;154962;99.5546
./Instances/CVRP/X-n524-k153.vrp;2;154962;100.802
./Instances/CVRP/X-n524-k153.vrp;2;154916;102.061
./Instances/CVRP/X-n524-k153.vrp;2;154916;103.333
./Instances/CVRP/X-n524-k153.vrp;2;154901;104.585
./Instances/CVRP/X-n524-k153.vrp;2;154893;105.854
./Instances/CVRP/X-n524-k153.vrp;2;154893;107.109
./Instances/CVRP/X-n524-k153.vrp;2;154889;108.373
./Instances/CVRP/X-n524-k153.vrp;2;154876;109.625
./Instances/CVRP/X-n524-k153.vrp;2;154874;110.884
./Instances/CVRP/X-n524-k153.vrp;2;154874;112.156
./Instances/CVRP/X-n524-k153.vrp;2;154872;113.415
./Instances/CVRP/X-n524-k153.vrp;2;154863;114.663
./Instances/CVRP/X-n524-k153.vrp;2;154863;115.932
