Instance;Seed;Cost;Wall time
./Instances/CVRP/CMT9.vrp;2;1166;0.38642
./Instances/CVRP/CMT9.vrp;2;1155;0.74262
./Instances/CVRP/CMT9.vrp;2;1147;1.11189
./Instances/CVRP/CMT9.vrp;2;1147;1.48514
./Instances/CVRP/CMT9.vrp;2;1146;1.85229
./Instances/CVRP/CMT9.vrp;2;1146;2.22207
./Instances/CVRP/CMT9.vrp;2;1145;2.59223
./Instances/CVRP/CMT9.vrp;2;1145;2.96261
./Instances/CVRP/CMT9.vrp;2;1145;3.33695
./Instances/CVRP/CMT9.vrp;2;1145;3.70165
./Instances/CVRP/CMT9.vrp;2;1145;4.07528
./Instances/CVRP/CMT9.vrp;2;1145;4.44271
./Instances/CVRP/CMT9.vrp;2;1145;4.81103
./Instances/CVRP/CMT9.vrp;2;1145;5.18409
./Instances/CVRP/CMT9.vrp;2;1145;5.5519
./Instances/CVRP/CMT9.vrp;2;1145;5.92223
./Instances/CVRP/CMT9.vrp;2;1145;6.29368
./Instances/CVRP/CMT9.vrp;2;1145;6.66168
./Instances/CVRP/CMT9.vrp;2;1145;7.03489
./Instances/CVRP/CMT9.vrp;2;1145;7.4053
./Instances/CVRP/CMT9.vrp;2;1145;7.77361
./Instances/CVRP/CMT9.vrp;2;1145;8.14027
./Instances/CVRP/CMT9.vrp;2;1145;8.51206
./Instances/CVRP/CMT9.vrp;2;1145;8.88687
./Instances/CVRP/CMT9.vrp;2;1145;9.25301
./Instances/CVRP/CMT9.vrp;2;1145;9.62134
./Instances/CVRP/CMT9.vrp;2;1145;9.99542
./Instances/CVRP/CMT9.vrp;2;1145;10.3624
./Instances/CVRP/CMT9.vrp;2;1145;10.7313
./Instances/CVRP/CMT9.vrp;2;1145;11.1043
./Instances/CVRP/CMT9.vrp;2;1145;11.4734
./Instances/CVRP/CMT9.vrp;2;1145;11.8451
./Instances/CVRP/CMT9.vrp;2;1145;12.213
./Instances/CVRP/CMT9.vrp;2;1145;12.5865
./Instances/CVRP/CMT9.vrp;2;1145;12.9519
./Instances/CVRP/CMT9.vrp;2;1145;13.3227
./Instances/CVRP/CMT9.vrp;2;1145;13.6962
./Instances/CVRP/CMT9.vrp;2;1145;14.0621
./Instances/CVRP/CMT9.vrp;2;1145;14.4354
./Instances/CVRP/CMT9.vrp;2;1145;14.8005
./Instances/CVRP/CMT9.vrp;2;1145;15.1713
./Instances/CVRP/CMT9.vrp;2;1145;15.5443
./Instances/CVRP/CMT9.vrp;2;1145;15.9144
./Instances/CVRP/CMT9.vrp;2;1145;16.2829
./Instances/CVRP/CMT9.vrp;2;1145;16.6553
./Instances/CVRP/CMT9.vrp;2;1145;17.0237
./Instances/CVRP/CMT9.vrp;2;1145;17.3951
./Instances/CVRP/CMT9.vrp;2;1145;17.7602
./Instances/CVRP/CMT9.vrp;2;1145;18.1301
./Instances/CVRP/CMT9.vrp;2;1145;18.5032
./Instances/CVRP/CMT9.vrp;2;1145;18.8715
./Instances/CVRP/CMT9.vrp;2;1145;19.2404
./Instances/CVRP/CMT9.vrp;2;1145;19.6153
./Instances/CVRP/CMT9.vrp;2;1145;19.982
./Instances/CVRP/CMT9.vrp;2;1145;20.3515
./Instances/CVRP/CMT9.vrp;2;1145;20.7262
./Instances/CVRP/CMT9.vrp;2;1145;21.0947
./Instances/CVRP/CMT9.vrp;2;1145;21.4625
./Instances/CVRP/CMT9.vrp;2;1145;21.8347
./Instances/CVRP/CMT9.vrp;2;1145;22.203
./Instances/CVRP/CMT9.vrp;2;1145;22.5708
./Instances/CVRP/CMT9.vrp;2;1145;22.9442
./Instances/CVRP/CMT9.vrp;2;1145;23.3128
./Instances/CVRP/CMT9.vrp;2;1145;23.6838
./Instances/CVRP/CMT9.vrp;2;1145;24.0542
./Instances/CVRP/CMT9.vrp;2;1145;24.4252
./Instances/CVRP/CMT9.vrp;2;1145;24.7984
./Instances/CVRP/CMT9.vrp;2;1145;25.1612
./Instances/CVRP/CMT9.vrp;2;1145;25.5344
./Instances/CVRP/CMT9.vrp;2;1145;25.9075
./Instances/CVRP/CMT9.vrp;2;1145;26.271
./Instances/CVRP/CMT9.vrp;2;1145;26.6443
./Instances/CVRP/CMT9.vrp;2;1145;27.0135
./Instances/CVRP/CMT9.vrp;2;1145;27.385
./Instances/CVRP/CMT9.vrp;2;1145;27.7507
./Instances/CVRP/CMT9.vrp;2;1145;28.1215
./Instances/CVRP/CMT9.vrp;2;1145;28.492
./Instances/CVRP/CMT9.vrp;2;1145;28.8637
./Instances/CVRP/CMT9.vrp;2;1145;29.2302
./Instances/CVRP/CMT9.vrp;2;1145;29.6039
./Instances/CVRP/CMT9.vrp;2;1145;29.97
./Instances/CVRP/CMT9.vrp;2;1145;30.341
./Instances/CVRP/CMT9.vrp;2;1145;30.7107
./Instances/CVRP/CMT9.vrp;2;1145;31.0816
./Instances/CVRP/CMT9.vrp;2;1145;31.4555
./Instances/CVRP/CMT9.vrp;2;1145;31.8247
./Instances/CVRP/CMT9.vrp;2;1145;32.1913
./Instances/CVRP/CMT9.vrp;2;1145;32.5601
./Instances/CVRP/CMT9.vrp;2;1145;32.93
./Instances/CVRP/CMT9.vrp;2;1145;33.3009
./Instances/CVRP/CMT9.vrp;2;1145;33.6761
./Instances/CVRP/CMT9.vrp;2;1145;34.041
./Instances/CVRP/CMT9.vrp;2;1145;34.4155
./Instances/CVRP/CMT9.vrp;2;1145;34.7845
