Instance;Seed;Cost;Wall time
./Instances/CVRP/CMT4.vrp;2;1032;0.370351
./Instances/CVRP/CMT4.vrp;2;1021;0.740698
./Instances/CVRP/CMT4.vrp;2;1017;1.11148
./Instances/CVRP/CMT4.vrp;2;1016;1.48048
./Instances/CVRP/CMT4.vrp;2;1015;1.85007
./Instances/CVRP/CMT4.vrp;2;1015;2.22124
./Instances/CVRP/CMT4.vrp;2;1015;2.59078
./Instances/CVRP/CMT4.vrp;2;1015;2.96249
./Instances/CVRP/CMT4.vrp;2;1015;3.33077
./Instances/CVRP/CMT4.vrp;2;1015;3.70012
./Instances/CVRP/CMT4.vrp;2;1015;4.07136
./Instances/CVRP/CMT4.vrp;2;1015;4.44042
./Instances/CVRP/CMT4.vrp;2;1015;4.81009
./Instances/CVRP/CMT4.vrp;2;1015;5.18032
./Instances/CVRP/CMT4.vrp;2;1015;5.55073
./Instances/CVRP/CMT4.vrp;2;1015;5.92135
./Instances/CVRP/CMT4.vrp;2;1015;6.29221
./Instances/CVRP/CMT4.vrp;2;1015;6.66116
./Instances/CVRP/CMT4.vrp;2;1015;7.03054
./Instances/CVRP/CMT4.vrp;2;1015;7.40034
./Instances/CVRP/CMT4.vrp;2;1015;7.77046
./Instances/CVRP/CMT4.vrp;2;1015;8.1428
./Instances/CVRP/CMT4.vrp;2;1015;8.5102
./Instances/CVRP/CMT4.vrp;2;1015;8.8815
./Instances/CVRP/CMT4.vrp;2;1015;9.2505
./Instances/CVRP/CMT4.vrp;2;1015;9.62173
./Instances/CVRP/CMT4.vrp;2;1015;9.99087
./Instances/CVRP/CMT4.vrp;2;1015;10.3605
./Instances/CVRP/CMT4.vrp;2;1015;10.7319
./Instances/CVRP/CMT4.vrp;2;1015;11.101
./Instances/CVRP/CMT4.vrp;2;1015;11.4715
./Instances/CVRP/CMT4.vrp;2;1015;11.8406
./Instances/CVRP/CMT4.vrp;2;1015;12.2105
./Instances/CVRP/CMT4.vrp;2;1015;12.5802
./Instances/CVRP/CMT4.vrp;2;1015;12.9525
./Instances/CVRP/CMT4.vrp;2;1015;13.3206
./Instances/CVRP/CMT4.vrp;2;1015;13.6907
./Instances/CVRP/CMT4.vrp;2;1015;14.0606
./Instances/CVRP/CMT4.vrp;2;1015;14.4322
./Instances/CVRP/CMT4.vrp;2;1015;14.8006
./Instances/CVRP/CMT4.vrp;2;1015;15.1714
./Instances/CVRP/CMT4.vrp;2;1015;15.5407
./Instances/CVRP/CMT4.vrp;2;1015;15.9119
./Instances/CVRP/CMT4.vrp;2;1015;16.2822
./Instances/CVRP/CMT4.vrp;2;1015;16.6509
./Instances/CVRP/CMT4.vrp;2;1015;17.0206
./Instances/CVRP/CMT4.vrp;2;1015;17.3912
./Instances/CVRP/CMT4.vrp;2;1015;17.7614
./Instances/CVRP/CMT4.vrp;2;1015;18.1308
./Instances/CVRP/CMT4.vrp;2;1015;18.5008
./Instances/CVRP/CMT4.vrp;2;1015;18.8719
./Instances/CVRP/CMT4.vrp;2;1015;19.2404
./Instances/CVRP/CMT4.vrp;2;1015;19.6117
./Instances/CVRP/CMT4.vrp;2;1015;19.9815
./Instances/CVRP/CMT4.vrp;2;1015;20.3508
./Instances/CVRP/CMT4.vrp;2;1015;20.7217
./Instances/CVRP/CMT4.vrp;2;1015;21.0916
./Instances/CVRP/CMT4.vrp;2;1015;21.4607
./Instances/CVRP/CMT4.vrp;2;1015;21.831
./Instances/CVRP/CMT4.vrp;2;1015;22.2005
./Instances/CVRP/CMT4.vrp;2;1015;22.5704
./Instances/CVRP/CMT4.vrp;2;1015;22.9413
./Instances/CVRP/CMT4.vrp;2;1015;23.3102
./Instances/CVRP/CMT4.vrp;2;1015;23.6802
./Instances/CVRP/CMT4.vrp;2;1015;24.0505
./Instances/CVRP/CMT4.vrp;2;1015;24.4221
./Instances/CVRP/CMT4.vrp;2;1015;24.7907
./Instances/CVRP/CMT4.vrp;2;1015;25.1604
./Instances/CVRP/CMT4.vrp;2;1015;25.5305
./Instances/CVRP/CMT4.vrp;2;1015;25.9005
./Instances/CVRP/CMT4.vrp;2;1015;26.2706
./Instances/CVRP/CMT4.vrp;2;1015;26.641
./Instances/CVRP/CMT4.vrp;2;1015;27.0102
./Instances/CVRP/CMT4.vrp;2;1015;27.3806
./Instances/CVRP/CMT4.vrp;2;1015;27.7502
./Instances/CVRP/CMT4.vrp;2;1015;28.1201
./Instances/CVRP/CMT4.vrp;2;1015;28.4913
./Instances/CVRP/CMT4.vrp;2;1015;28.8602
./Instances/CVRP/CMT4.vrp;2;1015;29.2302
./Instances/CVRP/CMT4.vrp;2;1015;29.6006
./Instances/CVRP/CMT4.vrp;2;1015;29.9705
./Instances/CVRP/CMT4.vrp;2;1015;30.3411
./Instances/CVRP/CMT4.vrp;2;1015;30.7104
./Instances/CVRP/CMT4.vrp;2;1015;31.0816
./Instances/CVRP/CMT4.vrp;2;1015;31.4514
./Instances/CVRP/CMT4.vrp;2;1015;31.8204
./Instances/CVRP/CMT4.vrp;2;1015;32.191
./Instances/CVRP/CMT4.vrp;2;1015;32.5619
./Instances/CVRP/CMT4.vrp;2;1015;32.93
./Instances/CVRP/CMT4.vrp;2;1015;33.3007
./Instances/CVRP/CMT4.vrp;2;1015;33.6719
./Instances/CVRP/CMT4.vrp;2;1015;34.0401
./Instances/CVRP/CMT4.vrp;2;1015;34.4101
./Instances/CVRP/CMT4.vrp;2;1015;34.7803
./Instances/CVRP/CMT4.vrp;2;1015;35.1512
./Instances/CVRP/CMT4.vrp;2;1015;35.5204
./Instances/CVRP/CMT4.vrp;2;1015;35.8924
./Instances/CVRP/CMT4.vrp;2;1015;36.2604
./Instances/CVRP/CMT4.vrp;2;1015;36.6314
./Instances/CVRP/CMT4.vrp;2;1015;37.0005
