Instance;Seed;Cost;Wall time
./Instances/CVRP/X-n957-k87.vrp;2;87609;5.06032
./Instances/CVRP/X-n957-k87.vrp;2;87609;5.08566
./Instances/CVRP/X-n957-k87.vrp;2;87379;6.91359
./Instances/CVRP/X-n957-k87.vrp;2;87156;9.20482
./Instances/CVRP/X-n957-k87.vrp;2;87080;11.5095
./Instances/CVRP/X-n957-k87.vrp;2;87022;13.8283
./Instances/CVRP/X-n957-k87.vrp;2;87022;16.1192
./Instances/CVRP/X-n957-k87.vrp;2;86982;18.4225
./Instances/CVRP/X-n957-k87.vrp;2;86948;20.7114
./Instances/CVRP/X-n957-k87.vrp;2;86858;23.0108
./Instances/CVRP/X-n957-k87.vrp;2;86858;25.3432
./Instances/CVRP/X-n957-k87.vrp;2;86829;27.6199
./Instances/CVRP/X-n957-k87.vrp;2;86829;29.9365
./Instances/CVRP/X-n957-k87.vrp;2;86822;32.2021
./Instances/CVRP/X-n957-k87.vrp;2;86738;34.5408
./Instances/CVRP/X-n957-k87.vrp;2;86738;36.8313
./Instances/CVRP/X-n957-k87.vrp;2;86721;39.1287
./Instances/CVRP/X-n957-k87.vrp;2;86648;41.4071
./Instances/CVRP/X-n957-k87.vrp;2;86607;43.7077
./Instances/CVRP/X-n957-k87.vrp;2;86607;46.0153
./Instances/CVRP/X-n957-k87.vrp;2;86540;48.3199
./Instances/CVRP/X-n957-k87.vrp;2;86540;50.6178
./Instances/CVRP/X-n957-k87.vrp;2;86540;52.9479
./Instances/CVRP/X-n957-k87.vrp;2;86540;55.2081
./Instances/CVRP/X-n957-k87.vrp;2;86540;57.545
./Instances/CVRP/X-n957-k87.vrp;2;86494;59.8334
./Instances/CVRP/X-n957-k87.vrp;2;86494;62.1029
./Instances/CVRP/X-n957-k87.vrp;2;86494;64.4211
./Instances/CVRP/X-n957-k87.vrp;2;86490;66.7408
./Instances/CVRP/X-n957-k87.vrp;2;86481;69.0372
./Instances/CVRP/X-n957-k87.vrp;2;86462;71.3124
./Instances/CVRP/X-n957-k87.vrp;2;86462;73.6433
./Instances/CVRP/X-n957-k87.vrp;2;86462;75.9114
./Instances/CVRP/X-n957-k87.vrp;2;86436;78.2004
./Instances/CVRP/X-n957-k87.vrp;2;86417;80.5309
./Instances/CVRP/X-n957-k87.vrp;2;86417;82.8022
