Instance;Seed;Cost;Wall time
./Instances/CVRP/X-n280-k17.vrp;3;34452;1.02341
./Instances/CVRP/X-n280-k17.vrp;3;34452;1.3764
./Instances/CVRP/X-n280-k17.vrp;3;33849;2.04562
./Instances/CVRP/X-n280-k17.vrp;3;33820;2.73289
./Instances/CVRP/X-n280-k17.vrp;3;33767;3.41034
./Instances/CVRP/X-n280-k17.vrp;3;33679;4.081
./Instances/CVRP/X-n280-k17.vrp;3;33671;4.77328
./Instances/CVRP/X-n280-k17.vrp;3;33671;5.46433
./Instances/CVRP/X-n280-k17.vrp;3;33671;6.16217
./Instances/CVRP/X-n280-k17.vrp;3;33671;6.83362
./Instances/CVRP/X-n280-k17.vrp;3;33663;7.5111
./Instances/CVRP/X-n280-k17.vrp;3;33663;8.2048
./Instances/CVRP/X-n280-k17.vrp;3;33660;8.85876
./Instances/CVRP/X-n280-k17.vrp;3;33652;9.5201
./Instances/CVRP/X-n280-k17.vrp;3;33652;10.2278
./Instances/CVRP/X-n280-k17.vrp;3;33652;10.8979
./Instances/CVRP/X-n280-k17.vrp;3;33652;11.5648
./Instances/CVRP/X-n280-k17.vrp;3;33652;12.2565
./Instances/CVRP/X-n280-k17.vrp;3;33649;12.9286
./Instances/CVRP/X-n280-k17.vrp;3;33649;13.62
./Instances/CVRP/X-n280-k17.vrp;3;33649;14.2834
./Instances/CVRP/X-n280-k17.vrp;3;33649;14.9631
./Instances/CVRP/X-n280-k17.vrp;3;33649;15.6652
./Instances/CVRP/X-n280-k17.vrp;3;33649;16.3487
./Instances/CVRP/X-n280-k17.vrp;3;33649;17.0273
./Instances/CVRP/X-n280-k17.vrp;3;33649;17.6835
./Instances/CVRP/X-n280-k17.vrp;3;33649;18.3864
./Instances/CVRP/X-n280-k17.vrp;3;33649;19.0495
./Instances/CVRP/X-n280-k17.vrp;3;33649;19.7229
./Instances/CVRP/X-n280-k17.vrp;3;33649;20.4225
./Instances/CVRP/X-n280-k17.vrp;3;33649;21.1104
./Instances/CVRP/X-n280-k17.vrp;3;33649;21.7667
./Instances/CVRP/X-n280-k17.vrp;3;33638;22.4547
./Instances/CVRP/X-n280-k17.vrp;3;33638;23.1325
./Instances/CVRP/X-n280-k17.vrp;3;33638;23.8191
./Instances/CVRP/X-n280-k17.vrp;3;33638;24.4899
./Instances/CVRP/X-n280-k17.vrp;3;33638;25.1737
./Instances/CVRP/X-n280-k17.vrp;3;33638;25.8446
./Instances/CVRP/X-n280-k17.vrp;3;33638;26.5462
./Instances/CVRP/X-n280-k17.vrp;3;33638;27.218
