Instance;Seed;Cost;Wall time
./Instances/CVRP/X-n148-k46.vrp;4;43902;0.360263
./Instances/CVRP/X-n148-k46.vrp;4;43692;0.723341
./Instances/CVRP/X-n148-k46.vrp;4;43609;1.08368
./Instances/CVRP/X-n148-k46.vrp;4;43542;1.44155
./Instances/CVRP/X-n148-k46.vrp;4;43485;1.80218
./Instances/CVRP/X-n148-k46.vrp;4;43448;2.16227
./Instances/CVRP/X-n148-k46.vrp;4;43448;2.52137
./Instances/CVRP/X-n148-k46.vrp;4;43448;2.88078
./Instances/CVRP/X-n148-k46.vrp;4;43448;3.24268
./Instances/CVRP/X-n148-k46.vrp;4;43448;3.60504
./Instances/CVRP/X-n148-k46.vrp;4;43448;3.96027
./Instances/CVRP/X-n148-k46.vrp;4;43448;4.32161
./Instances/CVRP/X-n148-k46.vrp;4;43448;4.68066
./Instances/CVRP/X-n148-k46.vrp;4;43448;5.04069
./Instances/CVRP/X-n148-k46.vrp;4;43448;5.40129
./Instances/CVRP/X-n148-k46.vrp;4;43448;5.76132
./Instances/CVRP/X-n148-k46.vrp;4;43448;6.12045
./Instances/CVRP/X-n148-k46.vrp;4;43448;6.48047
./Instances/CVRP/X-n148-k46.vrp;4;43448;6.8428
./Instances/CVRP/X-n148-k46.vrp;4;43448;7.20112
./Instances/CVRP/X-n148-k46.vrp;4;43448;7.56235
./Instances/CVRP/X-n148-k46.vrp;4;43448;7.92214
./Instances/CVRP/X-n148-k46.vrp;4;43448;8.28208
./Instances/CVRP/X-n148-k46.vrp;4;43448;8.64307
./Instances/CVRP/X-n148-k46.vrp;4;43448;9.00093
./Instances/CVRP/X-n148-k46.vrp;4;43448;9.3627
./Instances/CVRP/X-n148-k46.vrp;4;43448;9.72054
./Instances/CVRP/X-n148-k46.vrp;4;43448;10.0817
./Instances/CVRP/X-n148-k46.vrp;4;43448;10.4433
./Instances/CVRP/X-n148-k46.vrp;4;43448;10.8016
./Instances/CVRP/X-n148-k46.vrp;4;43448;11.1638
