Instance;Seed;Cost;Wall time
./Instances/CVRP/Golden_18.vrp;4;1026;0.740042
./Instances/CVRP/Golden_18.vrp;4;1018;1.46742
./Instances/CVRP/Golden_18.vrp;4;1012;2.19148
./Instances/CVRP/Golden_18.vrp;4;1009;2.92414
./Instances/CVRP/Golden_18.vrp;4;1006;3.65034
./Instances/CVRP/Golden_18.vrp;4;1002;4.38508
./Instances/CVRP/Golden_18.vrp;4;998;5.11861
./Instances/CVRP/Golden_18.vrp;4;996;5.84166
./Instances/CVRP/Golden_18.vrp;4;994;6.57414
./Instances/CVRP/Golden_18.vrp;4;994;7.30129
./Instances/CVRP/Golden_18.vrp;4;993;8.03639
./Instances/CVRP/Golden_18.vrp;4;992;8.76477
./Instances/CVRP/Golden_18.vrp;4;992;9.49088
./Instances/CVRP/Golden_18.vrp;4;992;10.2276
./Instances/CVRP/Golden_18.vrp;4;992;10.9571
./Instances/CVRP/Golden_18.vrp;4;992;11.683
./Instances/CVRP/Golden_18.vrp;4;991;12.4125
./Instances/CVRP/Golden_18.vrp;4;991;13.1472
./Instances/CVRP/Golden_18.vrp;4;991;13.878
./Instances/CVRP/Golden_18.vrp;4;991;14.6001
./Instances/CVRP/Golden_18.vrp;4;991;15.3345
./Instances/CVRP/Golden_18.vrp;4;991;16.062
./Instances/CVRP/Golden_18.vrp;4;991;16.7967
./Instances/CVRP/Golden_18.vrp;4;991;17.5201
./Instances/CVRP/Golden_18.vrp;4;991;18.2557
./Instances/CVRP/Golden_18.vrp;4;991;18.9823
./Instances/CVRP/Golden_18.vrp;4;991;19.719
./Instances/CVRP/Golden_18.vrp;4;991;20.441
./Instances/CVRP/Golden_18.vrp;4;991;21.173
./Instances/CVRP/Golden_18.vrp;4;991;21.9012
./Instances/CVRP/Golden_18.vrp;4;991;22.6387
./Instances/CVRP/Golden_18.vrp;4;991;23.3648
./Instances/CVRP/Golden_18.vrp;4;991;24.0916
./Instances/CVRP/Golden_18.vrp;4;991;24.8234
./Instances/CVRP/Golden_18.vrp;4;991;25.5515
./Instances/CVRP/Golden_18.vrp;4;991;26.2823
./Instances/CVRP/Golden_18.vrp;4;991;27.0133
./Instances/CVRP/Golden_18.vrp;4;991;27.7495
./Instances/CVRP/Golden_18.vrp;4;991;28.4724
./Instances/CVRP/Golden_18.vrp;4;991;29.2028
./Instances/CVRP/Golden_18.vrp;4;991;29.9341
./Instances/CVRP/Golden_18.vrp;4;991;30.6663
./Instances/CVRP/Golden_18.vrp;4;991;31.3915
./Instances/CVRP/Golden_18.vrp;4;991;32.1226
./Instances/CVRP/Golden_18.vrp;4;991;32.8503
./Instances/CVRP/Golden_18.vrp;4;991;33.5806
./Instances/CVRP/Golden_18.vrp;4;991;34.3125
./Instances/CVRP/Golden_18.vrp;4;991;35.0413
./Instances/CVRP/Golden_18.vrp;4;991;35.7717
./Instances/CVRP/Golden_18.vrp;4;991;36.5024
./Instances/CVRP/Golden_18.vrp;4;991;37.2373
./Instances/CVRP/Golden_18.vrp;4;991;37.9674
./Instances/CVRP/Golden_18.vrp;4;991;38.6983
